          82   52.9643       3.49242      0.114030E-36  0.291989E-16  0.647123E-13  0.859433E-17  0.727705E-16  0.527685E-15  0.291541E-16  0.235929E-15  0.107754E-15  0.572551E-16  0.552196E-15  0.129301E-15  0.241363E-15  0.318664E-15  0.244374E-15  0.973499E-19  0.256685E-18
          83   53.0379       3.49393      0.113962E-36  0.292303E-16  0.647291E-13  0.858959E-17  0.727284E-16  0.528445E-15  0.291379E-16  0.236258E-15  0.107936E-15  0.573647E-16  0.552499E-15  0.129368E-15  0.241691E-15  0.319310E-15  0.245425E-15  0.980867E-19  0.259479E-18
          84   53.1125       3.49547      0.113893E-36  0.292620E-16  0.647461E-13  0.858480E-17  0.726858E-16  0.529213E-15  0.291214E-16  0.236590E-15  0.108121E-15  0.574756E-16  0.552806E-15  0.129436E-15  0.242023E-15  0.319964E-15  0.246491E-15  0.988365E-19  0.262331E-18
          85   53.1879       3.49702      0.113823E-36  0.292940E-16  0.647632E-13  0.857995E-17  0.726427E-16  0.529991E-15  0.291048E-16  0.236927E-15  0.108308E-15  0.575877E-16  0.553117E-15  0.129505E-15  0.242359E-15  0.320625E-15  0.247572E-15  0.995994E-19  0.265242E-18
          86   53.2643       3.49859      0.113753E-36  0.293263E-16  0.647806E-13  0.857505E-17  0.725992E-16  0.530777E-15  0.290880E-16  0.237267E-15  0.108496E-15  0.577013E-16  0.553430E-15  0.129575E-15  0.242698E-15  0.321295E-15  0.248668E-15  0.100376E-18  0.268214E-18
          87   53.3416       3.50018      0.113681E-36  0.293590E-16  0.647982E-13  0.857011E-17  0.725553E-16  0.531572E-15  0.290710E-16  0.237612E-15  0.108688E-15  0.578161E-16  0.553747E-15  0.129646E-15  0.243041E-15  0.321972E-15  0.249779E-15  0.101166E-18  0.271248E-18
          88   53.4197       3.50178      0.113609E-36  0.293920E-16  0.648159E-13  0.856511E-17  0.725109E-16  0.532376E-15  0.290539E-16  0.237960E-15  0.108881E-15  0.579323E-16  0.554068E-15  0.129717E-15  0.243388E-15  0.322657E-15  0.250906E-15  0.101969E-18  0.274344E-18
          89   53.4988       3.50341      0.113537E-36  0.294253E-16  0.648339E-13  0.856006E-17  0.724661E-16  0.533188E-15  0.290366E-16  0.238312E-15  0.109076E-15  0.580498E-16  0.554391E-15  0.129789E-15  0.243739E-15  0.323350E-15  0.252048E-15  0.102786E-18  0.277504E-18
          90   53.5788       3.50505      0.113464E-36  0.294589E-16  0.648521E-13  0.855497E-17  0.724208E-16  0.534010E-15  0.290191E-16  0.238668E-15  0.109274E-15  0.581686E-16  0.554718E-15  0.129862E-15  0.244093E-15  0.324050E-15  0.253206E-15  0.103618E-18  0.280728E-18
          91   53.6596       3.50670      0.113390E-36  0.294929E-16  0.648704E-13  0.854982E-17  0.723751E-16  0.534840E-15  0.290014E-16  0.239027E-15  0.109474E-15  0.582887E-16  0.555048E-15  0.129935E-15  0.244450E-15  0.324758E-15  0.254380E-15  0.104463E-18  0.284019E-18
          92   53.7414       3.50838      0.113315E-36  0.295271E-16  0.648890E-13  0.854463E-17  0.723290E-16  0.535679E-15  0.289836E-16  0.239391E-15  0.109676E-15  0.584102E-16  0.555381E-15  0.130009E-15  0.244812E-15  0.325474E-15  0.255569E-15  0.105323E-18  0.287377E-18
          93   53.8241       3.51007      0.113240E-36  0.295617E-16  0.649077E-13  0.853939E-17  0.722824E-16  0.536527E-15  0.289656E-16  0.239758E-15  0.109880E-15  0.585330E-16  0.555718E-15  0.130084E-15  0.245177E-15  0.326198E-15  0.256774E-15  0.106198E-18  0.290804E-18
